Prices
101.31
102.17
102.7
101.57
104.27
103.83
104.55
103.1
102.14
100.46
101.24
101.24
103.77
102.14
101.79
100.43
101.63
102.04
103.51
103.37
104.07
103.87
101.5
103.11
103.38
105.1
105.8
105.21
105.56
102.72
100.36
99.8
101.51
100.62
102.74
102.49
103.19
103.96
106.12
106.12
107.46
107.75
107.9
108.43
108.18
109.03
109.05
109.29
109.67
109.71
109.34
108.82
109.27
108.23
108.1
107.57
108.1
107.47
107.89
109.94
109.63
109.81
108.77
108.39
107.32
109.28
110.69
110.26
111.82
111.41
110.74
110.82
110.51
112.12
112.23
115.21
116.27
116.91
115.97
115.97
115.49
115.65
115.81
117.15
112.1
112.37
113.11
113.31
110.86
109.05
109.09
110.66
110.22
108.56
107.68
109.46
108.86
109.45
107.85
107.32
109.49
109.42
109.66
110.56
109.02
111.63
110.65
110.13
110.67
109.55
109.4
109.47
109.57
107.74
106.63
105.7
108.29
108.04
108.41
107.53
105.78
105.01
105.46
103.08
104.29
105.76
106.29
106.9
108.29
108.8
108.29
108.27
109.9
111.36
110.83
112.04
111.32
111.32
111.07
111.49
113.06
113.27
112.07
111.5
110.07
108.91
109.47
108.99
108.08
110.3
108.91
109.56
110.78
112.15
111.58
111.57
111.65
112.06
110.47
109.95
109.95
107.94
106.57
106.71
107.01
107.42
107.49
106.44
108.02
107.12
108.09
107.46
108.45
108.01
109.17
109.69
109.69
109.14
108.72
109.1
108.83
109.36
108.16
106.55
107.04
106.81
108.15
110.12
110.18
109.21
108.62
108.98
108.63
108.63
110.14
110.37
109.42
109.03
109.76
109.19
109.39
108.98
111.26
109.17
108.15
107.99
109.14
108.27
108.35
107.88
107.48
108.08
106.79
105.95
105.73
107.2
106.59
107.01
105.9
106.58
106.64
105.95
105.7
103.37
104.88
106.41
104.89
107.39
107.1
107.34
109.1
109.71
109.79
109.69
108.54
108.48
109.53
109.12
109.89
108.63
109.48
109.48
108.3
108.17
108.19
108.26
108.37
108.78
109.87
109.74
110.9
110.84
110.35
111.32
110.89
110.19
110.01
109.81
109.09
109.98
109.21
109.34
108.87
109.07
108.43
109.21
110.55
109.18
109.83
112.18
113.15
113.42
114.02
114.25
115.19
114.55
113.62
113.74
112.84
112.61
112.62
111.03
110.84
110.18
108.98
108.98
108.7
107.65
106.84
106.2
105.77
104.73
104.73
105.41
106.04
106.03
105.71
106.48
106.85
105.78
106.89
106.7
106.47
104.94
103.45
103.63
102.82
104.17
104.02
103.36
103.47
101.68
102.27
101.15
99.37
99.74
99.92
100.28
100.09
100.49
100.5
100.4
100.71
101.12
100.21
100.88
101.21
99.51
99.53
98.08
96.26
96.42
96.31
96.43
97.39
97.7
96.82
96.75
95.37
94.87
94.53
95.2
95.08
95.7
94.67
94.57
90.9
90.25
90.47
88.66
87.82
86.36
84.02
85.27
84.42
85.17
86.38
85.94
85.64
85.57
86.91
85.5
84.17
84.9
82.88
83.2
82.9
80.94
80.42
77.74
77.51
76.86
77.23
77.21
77.61
79.2
79.62
77.62
77.39
77.39
71.89
70.87
71.13
70.13
68.48
68
65.64
66.11
63.32
63.65
61.67
61.09
60.26
59.84
58.81
58.87
58.31
59.07
58.67
58.72
57.86
55.6
55.27
55.27
55.38
51.08
50.12
49.06
49.43
47.64
46.9
45.13
45.82
47.66
47.38
47.38
46.49
46.5
46.09
46.69
46.55
47.07
46.61
47.52
51.74
54.41
55.07
55.98
55.88
57
55.79
53.48
56.23
60.33
61.57
60.72
58.78
60.99
59.78
60.33
